Transaction_ID,Date,City,Region,Product,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Revenue,Cost,Profit,Sales_Channel,Customer_Type,Month,Month_Number,Quarter,Year,Profit_Margin_Percent,Unnamed: 20,Gross_Sale,DIS_Amount
KSA00141,2025-01-16,Bengaluru,South Karnataka,Smartphone,15,27123,0,406845,0.0,406845.0,287168.57,119676.43,Retail Store,Enterprise,January,1,Q1,2025,29.42,,406845,0.0
KSA00142,2026-06-07,Belagavi,North Karnataka,Smartphone,4,24678,20,98712,19742.4,78969.6,50558.55,28411.05,Distributor,Individual,June,6,Q2,2026,35.98,,98712,19488117.888
KSA00143,2026-05-23,Tumakuru,South Karnataka,Smartphone,10,23613,5,236130,11806.5,224323.5,137218.67,87104.83,Online,Enterprise,May,5,Q2,2026,38.83,,236130,27878688.45
KSA00144,2025-09-04,Hassan,South Karnataka,Monitor,15,26017,15,390255,58538.25,331716.75,277602.53,54114.22,Distributor,Enterprise,September,9,Q3,2025,16.31,,390255,228448447.5375
KSA00145,2025-06-19,Mangaluru,Coastal Karnataka,Printer,11,19325,15,212575,31886.25,180688.75,120514.76,60173.99,Distributor,Individual,June,6,Q2,2025,33.3,,212575,67782195.9375
KSA00146,2026-03-19,Vijayapura,North Karnataka,Printer,9,10554,0,94986,0.0,94986.0,58765.51,36220.49,Online,Enterprise,March,3,Q1,2026,38.13,,94986,0.0
KSA00147,2026-06-13,Mangaluru,Coastal Karnataka,Camera,20,31723,0,634460,0.0,634460.0,488920.54,145539.46,Retail Store,Small Business,June,6,Q2,2026,22.94,,634460,0.0
KSA00148,2025-02-20,Chitradurga,Central Karnataka,Tablet,2,17034,0,34068,0.0,34068.0,26316.96,7751.04,Retail Store,Individual,February,2,Q1,2025,22.75,,34068,0.0
KSA00149,2026-03-30,Bidar,Kalyana Karnataka,Smartphone,3,28167,10,84501,8450.1,76050.9,52402.97,23647.93,Distributor,Individual,March,3,Q1,2026,31.09,,84501,7140419.001
KSA00150,2025-11-05,Mysuru,South Karnataka,Smartwatch,19,11494,15,218386,32757.9,185628.1,124605.82,61022.28,Retail Store,Enterprise,November,11,Q4,2025,32.87,,218386,71538667.494
KSA00151,2025-05-26,Kodagu,Malnad Karnataka,Laptop,3,54288,10,162864,16286.4,146577.6,106570.52,40007.08,Retail Store,Individual,May,5,Q2,2025,27.29,,162864,26524682.496
KSA00152,2025-07-08,Udupi,Coastal Karnataka,Printer,9,13905,15,125145,18771.75,106373.25,82424.78,23948.47,Online,Enterprise,July,7,Q3,2025,22.51,,125145,23491906.5375
KSA00153,2025-10-08,Vijayapura,North Karnataka,Headphones,9,1546,10,13914,1391.4,12522.6,9121.85,3400.75,Online,Medium Business,October,10,Q4,2025,27.16,,13914,193599.396
KSA00154,2026-06-12,Mysuru,South Karnataka,Laptop,16,64222,15,1027552,154132.8,873419.2,601766.36,271652.84,Retail Store,Small Business,June,6,Q2,2026,31.1,,1027552,1583794669.056
KSA00155,2025-06-04,Tumakuru,South Karnataka,Smartphone,17,25677,5,436509,21825.45,414683.55,284350.43,130333.12,Online,Medium Business,June,6,Q2,2025,31.43,,436509,95270053.5405
KSA00156,2025-05-11,Kolar,South Karnataka,Desktop PC,5,61132,15,305660,45849.0,259811.0,186333.02,73477.98,Online,Medium Business,May,5,Q2,2025,28.28,,305660,140142053.4
KSA00157,2026-04-22,Kolar,South Karnataka,Smartwatch,2,12828,20,25656,5131.2,20524.8,16468.44,4056.36,Distributor,Medium Business,April,4,Q2,2026,19.76,,25656,1316460.672
KSA00158,2025-08-22,Shivamogga,Malnad Karnataka,Headphones,10,2688,0,26880,0.0,26880.0,22569.73,4310.27,Distributor,Individual,August,8,Q3,2025,16.04,,26880,0.0
KSA00159,2025-02-19,Vijayapura,North Karnataka,Keyboard,10,2824,10,28240,2824.0,25416.0,15906.12,9509.88,Distributor,Small Business,February,2,Q1,2025,37.42,,28240,797497.6
KSA00160,2026-01-27,Kalaburagi,Kalyana Karnataka,Monitor,11,25611,10,281721,28172.1,253548.9,193043.43,60505.47,Retail Store,Medium Business,January,1,Q1,2026,23.86,,281721,79366721.841
KSA00161,2025-04-12,Mandya,South Karnataka,Smartwatch,11,14098,0,155078,0.0,155078.0,130702.11,24375.89,Retail Store,Individual,April,4,Q2,2025,15.72,,155078,0.0
KSA00162,2026-01-29,Udupi,Coastal Karnataka,Desktop PC,20,62773,5,1255460,62773.0,1192687.0,989491.28,203195.72,Corporate,Medium Business,January,1,Q1,2026,17.04,,1255460,788089905.8
KSA00163,2026-01-05,Mangaluru,Coastal Karnataka,Laptop,14,57337,0,802718,0.0,802718.0,489202.21,313515.79,Distributor,Individual,January,1,Q1,2026,39.06,,802718,0.0
KSA00164,2026-03-26,Dharwad,North Karnataka,Smartwatch,19,7340,15,139460,20919.0,118541.0,85153.49,33387.51,Distributor,Individual,March,3,Q1,2026,28.17,,139460,29173637.4
KSA00165,2026-04-25,Shivamogga,Malnad Karnataka,Desktop PC,3,50741,10,152223,15222.3,137000.7,105101.6,31899.1,Online,Individual,April,4,Q2,2026,23.28,,152223,23171841.729
KSA00166,2025-11-04,Kolar,South Karnataka,Camera,20,53422,5,1068440,53422.0,1015018.0,619954.59,395063.41,Online,Medium Business,November,11,Q4,2025,38.92,,1068440,570782016.8
KSA00167,2026-06-02,Hassan,South Karnataka,Keyboard,4,1940,5,7760,388.0,7372.0,4695.09,2676.91,Distributor,Individual,June,6,Q2,2026,36.31,,7760,30108.8
KSA00168,2026-01-25,Kolar,South Karnataka,Headphones,1,7575,10,7575,757.5,6817.5,5091.31,1726.19,Online,Individual,January,1,Q1,2026,25.32,,7575,57380.625
KSA00169,2025-05-18,Tumakuru,South Karnataka,Monitor,14,11949,0,167286,0.0,167286.0,123448.5,43837.5,Retail Store,Medium Business,May,5,Q2,2025,26.21,,167286,0.0
KSA00170,2026-04-10,Bidar,Kalyana Karnataka,Smartwatch,1,12187,20,12187,2437.4,9749.6,6921.01,2828.59,Retail Store,Medium Business,April,4,Q2,2026,29.01,,12187,297045.938
KSA00171,2025-03-12,Raichur,Kalyana Karnataka,Camera,13,78940,10,1026220,102622.0,923598.0,710359.83,213238.17,Distributor,Small Business,March,3,Q1,2025,23.09,,1026220,1053127488.4
KSA00172,2026-03-06,Mangaluru,Coastal Karnataka,Laptop,19,53917,0,1024423,0.0,1024423.0,731703.01,292719.99,Retail Store,Medium Business,March,3,Q1,2026,28.57,,1024423,0.0
KSA00173,2025-06-12,Kalaburagi,Kalyana Karnataka,Smartphone,19,15930,5,302670,15133.5,287536.5,184224.26,103312.24,Retail Store,Small Business,June,6,Q2,2025,35.93,,302670,45804564.45
KSA00174,2025-06-12,Davangere,Central Karnataka,Laptop,3,55227,15,165681,24852.15,140828.85,104939.42,35889.43,Retail Store,Small Business,June,6,Q2,2025,25.48,,165681,41175290.6415
KSA00175,2026-06-01,Davangere,Central Karnataka,Monitor,12,16497,10,197964,19796.4,178167.6,124034.1,54133.5,Retail Store,Individual,June,6,Q2,2026,30.38,,197964,39189745.296
KSA00176,2026-03-13,Dharwad,North Karnataka,Headphones,9,4343,0,39087,0.0,39087.0,24143.42,14943.58,Distributor,Medium Business,March,3,Q1,2026,38.23,,39087,0.0
KSA00177,2025-10-26,Bidar,Kalyana Karnataka,Smartphone,15,25242,5,378630,18931.5,359698.5,234900.75,124797.75,Corporate,Small Business,October,10,Q4,2025,34.7,,378630,71680338.45
KSA00178,2025-12-02,Ballari,Kalyana Karnataka,Smartphone,20,33164,15,663280,99492.0,563788.0,355792.6,207995.4,Retail Store,Individual,December,12,Q4,2025,36.89,,663280,659910537.6
KSA00179,2025-11-21,Kodagu,Malnad Karnataka,Tablet,8,33571,15,268568,40285.2,228282.8,168379.92,59902.88,Online,Enterprise,November,11,Q4,2025,26.24,,268568,108193155.936
KSA00180,2025-12-24,Ballari,Kalyana Karnataka,Laptop,1,52048,5,52048,2602.4,49445.6,41308.69,8136.91,Online,Medium Business,December,12,Q4,2025,16.46,,52048,1354497.152
KSA00181,2026-06-30,Kolar,South Karnataka,Tablet,18,24663,15,443934,66590.1,377343.9,254817.13,122526.77,Distributor,Small Business,June,6,Q2,2026,32.47,,443934,295616094.534
KSA00182,2025-09-06,Mandya,South Karnataka,Printer,11,12983,5,142813,7140.65,135672.35,114067.96,21604.39,Distributor,Medium Business,September,9,Q3,2025,15.92,,142813,10197776.4845
KSA00183,2026-05-10,Mangaluru,Coastal Karnataka,Monitor,2,17362,0,34724,0.0,34724.0,22804.16,11919.84,Corporate,Medium Business,May,5,Q2,2026,34.33,,34724,0.0
KSA00184,2025-06-06,Mysuru,South Karnataka,Smartwatch,18,7136,10,128448,12844.8,115603.2,96506.92,19096.28,Online,Individual,June,6,Q2,2025,16.52,,128448,16498888.704
KSA00185,2025-08-23,Kolar,South Karnataka,Laptop,4,71109,10,284436,28443.6,255992.4,155575.21,100417.19,Online,Individual,August,8,Q3,2025,39.23,,284436,80903838.096
KSA00186,2025-05-04,Bidar,Kalyana Karnataka,Laptop,19,72570,10,1378830,137883.0,1240947.0,756125.67,484821.33,Distributor,Medium Business,May,5,Q2,2025,39.07,,1378830,1901172168.9
KSA00187,2026-02-25,Ballari,Kalyana Karnataka,Keyboard,12,1465,15,17580,2637.0,14943.0,9942.94,5000.06,Online,Enterprise,February,2,Q1,2026,33.46,,17580,463584.6
KSA00188,2025-12-21,Mandya,South Karnataka,Keyboard,10,2851,5,28510,1425.5,27084.5,22453.78,4630.72,Corporate,Individual,December,12,Q4,2025,17.1,,28510,406410.05
KSA00189,2026-04-14,Raichur,Kalyana Karnataka,Headphones,6,5302,0,31812,0.0,31812.0,20383.21,11428.79,Retail Store,Enterprise,April,4,Q2,2026,35.93,,31812,0.0
KSA00190,2025-09-12,Mysuru,South Karnataka,Headphones,20,6843,0,136860,0.0,136860.0,96500.77,40359.23,Corporate,Individual,September,9,Q3,2025,29.49,,136860,0.0
KSA00191,2025-03-15,Ballari,Kalyana Karnataka,Tablet,13,31556,5,410228,20511.4,389716.6,254325.39,135391.21,Retail Store,Medium Business,March,3,Q1,2025,34.74,,410228,84143505.992
KSA00192,2026-05-20,Bengaluru,South Karnataka,Monitor,15,13961,5,209415,10470.75,198944.25,122165.27,76778.98,Online,Medium Business,May,5,Q2,2026,38.59,,209415,21927321.1125
KSA00193,2025-05-13,Hassan,South Karnataka,Laptop,8,71901,15,575208,86281.2,488926.8,366459.09,122467.71,Retail Store,Small Business,May,5,Q2,2025,25.05,,575208,496296364.896
KSA00194,2025-12-18,Davangere,Central Karnataka,Printer,19,13252,10,251788,25178.8,226609.2,161790.38,64818.82,Distributor,Small Business,December,12,Q4,2025,28.6,,251788,63397196.944
KSA00195,2026-01-25,Mysuru,South Karnataka,Desktop PC,10,44648,0,446480,0.0,446480.0,275576.69,170903.31,Distributor,Medium Business,January,1,Q1,2026,38.28,,446480,0.0
KSA00196,2025-07-11,Bidar,Kalyana Karnataka,Monitor,11,11888,10,130768,13076.8,117691.2,87210.34,30480.86,Corporate,Small Business,July,7,Q3,2025,25.9,,130768,17100269.824
KSA00197,2025-01-08,Kalaburagi,Kalyana Karnataka,Smartphone,4,29895,0,119580,0.0,119580.0,89469.1,30110.9,Corporate,Individual,January,1,Q1,2025,25.18,,119580,0.0
KSA00198,2025-02-10,Kodagu,Malnad Karnataka,Smartphone,7,32427,15,226989,34048.35,192940.65,122169.77,70770.88,Corporate,Medium Business,February,2,Q1,2025,36.68,,226989,77286009.1815
KSA00199,2025-04-03,Hassan,South Karnataka,Smartwatch,10,9634,0,96340,0.0,96340.0,62580.48,33759.52,Online,Medium Business,April,4,Q2,2025,35.04,,96340,0.0
KSA00200,2026-04-06,Kalaburagi,Kalyana Karnataka,Desktop PC,7,59311,0,415177,0.0,415177.0,262203.57,152973.43,Online,Medium Business,April,4,Q2,2026,36.85,,415177,0.0
KSA00201,2025-11-24,Davangere,Central Karnataka,Printer,7,18818,15,131726,19758.9,111967.1,87222.36,24744.74,Distributor,Individual,November,11,Q4,2025,22.1,,131726,26027608.614
KSA00202,2025-07-28,Shivamogga,Malnad Karnataka,Monitor,1,18345,15,18345,2751.75,15593.25,10090.96,5502.29,Online,Enterprise,July,7,Q3,2025,35.29,,18345,504808.5375
KSA00203,2025-08-29,Hassan,South Karnataka,Smartphone,5,20098,0,100490,0.0,100490.0,67064.16,33425.84,Retail Store,Small Business,August,8,Q3,2025,33.26,,100490,0.0
KSA00204,2025-06-12,Vijayapura,North Karnataka,Tablet,19,25803,0,490257,0.0,490257.0,303091.18,187165.82,Online,Individual,June,6,Q2,2025,38.18,,490257,0.0
KSA00205,2025-12-19,Chitradurga,Central Karnataka,Laptop,15,66227,15,993405,149010.75,844394.25,695723.23,148671.02,Distributor,Enterprise,December,12,Q4,2025,17.61,,993405,1480280241.0375
KSA00206,2025-06-27,Hassan,South Karnataka,Keyboard,14,900,5,12600,630.0,11970.0,9472.38,2497.62,Retail Store,Medium Business,June,6,Q2,2025,20.87,,12600,79380.0
KSA00207,2025-09-02,Hubballi,North Karnataka,Tablet,6,20619,15,123714,18557.1,105156.9,71140.79,34016.11,Online,Individual,September,9,Q3,2025,32.35,,123714,22957730.694
KSA00208,2025-09-08,Ballari,Kalyana Karnataka,Monitor,9,11416,10,102744,10274.4,92469.6,58671.31,33798.29,Online,Medium Business,September,9,Q3,2025,36.55,,102744,10556329.536
KSA00209,2025-07-19,Bidar,Kalyana Karnataka,Smartphone,9,31977,10,287793,28779.3,259013.7,218833.0,40180.7,Retail Store,Individual,July,7,Q3,2025,15.51,,287793,82824810.849
KSA00210,2025-06-23,Kalaburagi,Kalyana Karnataka,Printer,2,7761,15,15522,2328.3,13193.7,10483.9,2709.8,Retail Store,Medium Business,June,6,Q2,2025,20.54,,15522,361398.726
KSA00211,2025-11-04,Belagavi,North Karnataka,Smartphone,14,36631,15,512834,76925.1,435908.9,326049.04,109859.86,Retail Store,Individual,November,11,Q4,2025,25.2,,512834,394498067.334
KSA00212,2025-02-15,Kodagu,Malnad Karnataka,Laptop,6,69970,5,419820,20991.0,398829.0,290100.52,108728.48,Corporate,Individual,February,2,Q1,2025,27.26,,419820,88124416.2
KSA00213,2025-12-30,Udupi,Coastal Karnataka,Tablet,3,19514,5,58542,2927.1,55614.9,41031.2,14583.7,Corporate,Medium Business,December,12,Q4,2025,26.22,,58542,1713582.882
KSA00214,2026-02-18,Dharwad,North Karnataka,Printer,5,13480,15,67400,10110.0,57290.0,45697.29,11592.71,Corporate,Medium Business,February,2,Q1,2026,20.24,,67400,6814140.0
KSA00215,2025-02-25,Bidar,Kalyana Karnataka,Smartphone,11,21089,10,231979,23197.9,208781.1,139736.38,69044.72,Corporate,Individual,February,2,Q1,2025,33.07,,231979,53814256.441
KSA00216,2025-10-29,Ballari,Kalyana Karnataka,Smartphone,20,44485,10,889700,88970.0,800730.0,544313.98,256416.02,Corporate,Small Business,October,10,Q4,2025,32.02,,889700,791566090.0
KSA00217,2025-10-16,Tumakuru,South Karnataka,Smartwatch,9,3615,5,32535,1626.75,30908.25,22794.07,8114.18,Retail Store,Small Business,October,10,Q4,2025,26.25,,32535,529263.1125
KSA00218,2025-07-10,Belagavi,North Karnataka,Headphones,19,5352,10,101688,10168.8,91519.2,68072.95,23446.25,Distributor,Medium Business,July,7,Q3,2025,25.62,,101688,10340449.344
KSA00219,2025-06-02,Udupi,Coastal Karnataka,Laptop,18,65879,5,1185822,59291.1,1126530.9,798578.08,327952.82,Online,Small Business,June,6,Q2,2025,29.11,,1185822,703086907.842
KSA00220,2025-05-27,Hubballi,North Karnataka,Laptop,1,64728,15,64728,9709.2,55018.8,39516.62,15502.18,Online,Medium Business,May,5,Q2,2025,28.18,,64728,6284570.976
KSA00221,2026-06-22,Raichur,Kalyana Karnataka,Headphones,11,3472,10,38192,3819.2,34372.8,25669.85,8702.95,Retail Store,Enterprise,June,6,Q2,2026,25.32,,38192,1458628.864
KSA00222,2025-05-30,Hassan,South Karnataka,Desktop PC,18,68621,5,1235178,61758.9,1173419.1,959484.21,213934.89,Online,Small Business,May,5,Q2,2025,18.23,,1235178,762832345.842
KSA00223,2025-07-03,Bidar,Kalyana Karnataka,Monitor,16,23190,5,371040,18552.0,352488.0,286145.31,66342.69,Corporate,Enterprise,July,7,Q3,2025,18.82,,371040,68835340.8
KSA00224,2025-06-04,Dharwad,North Karnataka,Laptop,14,60936,10,853104,85310.4,767793.6,575511.81,192281.79,Online,Small Business,June,6,Q2,2025,25.04,,853104,727786434.816
KSA00225,2026-06-06,Chitradurga,Central Karnataka,Headphones,12,5156,10,61872,6187.2,55684.8,35447.96,20236.84,Online,Enterprise,June,6,Q2,2026,36.34,,61872,3828144.384
KSA00226,2025-10-10,Chitradurga,Central Karnataka,Printer,5,16975,10,84875,8487.5,76387.5,52171.67,24215.83,Distributor,Small Business,October,10,Q4,2025,31.7,,84875,7203765.625
KSA00227,2025-03-03,Mysuru,South Karnataka,Smartphone,18,19195,5,345510,17275.5,328234.5,206556.24,121678.26,Corporate,Medium Business,March,3,Q1,2025,37.07,,345510,59688580.05
KSA00228,2025-11-22,Udupi,Coastal Karnataka,Keyboard,4,1980,15,7920,1188.0,6732.0,4942.79,1789.21,Corporate,Medium Business,November,11,Q4,2025,26.58,,7920,94089.6
KSA00229,2025-02-12,Hubballi,North Karnataka,Headphones,11,7341,10,80751,8075.1,72675.9,43621.1,29054.8,Corporate,Medium Business,February,2,Q1,2025,39.98,,80751,6520724.001
KSA00230,2026-05-09,Kodagu,Malnad Karnataka,Desktop PC,5,60704,10,303520,30352.0,273168.0,202350.2,70817.8,Online,Enterprise,May,5,Q2,2026,25.92,,303520,92124390.4
KSA00231,2025-10-21,Kodagu,Malnad Karnataka,Monitor,15,10196,5,152940,7647.0,145293.0,114690.76,30602.24,Corporate,Individual,October,10,Q4,2025,21.06,,152940,11695321.8
KSA00232,2025-06-04,Bengaluru,South Karnataka,Smartwatch,4,2694,15,10776,1616.4,9159.6,6836.89,2322.71,Retail Store,Medium Business,June,6,Q2,2025,25.36,,10776,174183.264
KSA00233,2025-03-04,Chitradurga,Central Karnataka,Headphones,11,6748,5,74228,3711.4,70516.6,55296.75,15219.85,Online,Small Business,March,3,Q1,2025,21.58,,74228,2754897.992
KSA00234,2025-07-03,Belagavi,North Karnataka,Desktop PC,7,63910,10,447370,44737.0,402633.0,298835.0,103798.0,Corporate,Enterprise,July,7,Q3,2025,25.78,,447370,200139916.9
KSA00235,2025-03-01,Raichur,Kalyana Karnataka,Smartphone,17,36192,10,615264,61526.4,553737.6,426463.91,127273.69,Retail Store,Individual,March,3,Q1,2025,22.98,,615264,378549789.696
KSA00236,2026-06-08,Ballari,Kalyana Karnataka,Headphones,14,6954,15,97356,14603.4,82752.6,50157.43,32595.17,Online,Enterprise,June,6,Q2,2026,39.39,,97356,14217286.104
KSA00237,2025-12-05,Chitradurga,Central Karnataka,Printer,5,8976,5,44880,2244.0,42636.0,28280.18,14355.82,Online,Medium Business,December,12,Q4,2025,33.67,,44880,1007107.2
KSA00238,2025-11-02,Mandya,South Karnataka,Tablet,9,17788,0,160092,0.0,160092.0,109758.68,50333.32,Corporate,Medium Business,November,11,Q4,2025,31.44,,160092,0.0
KSA00239,2026-02-14,Chitradurga,Central Karnataka,Tablet,12,31964,10,383568,38356.8,345211.2,284888.94,60322.26,Retail Store,Enterprise,February,2,Q1,2026,17.47,,383568,147124410.624
KSA00240,2025-07-11,Bidar,Kalyana Karnataka,Tablet,5,17930,0,89650,0.0,89650.0,55045.92,34604.08,Retail Store,Medium Business,July,7,Q3,2025,38.6,,89650,0.0
KSA00241,2026-02-19,Hubballi,North Karnataka,Laptop,6,58809,20,352854,70570.8,282283.2,205716.92,76566.28,Online,Small Business,February,2,Q1,2026,27.12,,352854,249011890.632
KSA00242,2025-04-17,Belagavi,North Karnataka,Tablet,5,20750,10,103750,10375.0,93375.0,68754.17,24620.83,Distributor,Small Business,April,4,Q2,2025,26.37,,103750,10764062.5
KSA00243,2026-02-23,Ballari,Kalyana Karnataka,Laptop,19,59018,15,1121342,168201.3,953140.7,644146.48,308994.22,Retail Store,Enterprise,February,2,Q1,2026,32.42,,1121342,1886111821.446
KSA00244,2025-10-02,Ballari,Kalyana Karnataka,Camera,7,81303,5,569121,28456.05,540664.95,416672.4,123992.55,Retail Store,Small Business,October,10,Q4,2025,22.93,,569121,161949356.3205
KSA00245,2025-09-03,Vijayapura,North Karnataka,Camera,16,89991,0,1439856,0.0,1439856.0,1107127.84,332728.16,Distributor,Individual,September,9,Q3,2025,23.11,,1439856,0.0
KSA00246,2025-08-30,Hassan,South Karnataka,Tablet,2,20121,10,40242,4024.2,36217.8,29088.9,7128.9,Online,Enterprise,August,8,Q3,2025,19.68,,40242,1619418.564
KSA00247,2025-08-11,Udupi,Coastal Karnataka,Camera,11,27666,0,304326,0.0,304326.0,201339.04,102986.96,Online,Enterprise,August,8,Q3,2025,33.84,,304326,0.0
KSA00248,2025-07-06,Hubballi,North Karnataka,Smartwatch,11,10055,0,110605,0.0,110605.0,88635.62,21969.38,Online,Small Business,July,7,Q3,2025,19.86,,110605,0.0
KSA00249,2025-08-30,Tumakuru,South Karnataka,Keyboard,7,2255,5,15785,789.25,14995.75,11008.52,3987.23,Distributor,Individual,August,8,Q3,2025,26.59,,15785,124583.1125
KSA00250,2025-06-08,Tumakuru,South Karnataka,Monitor,8,11748,20,93984,18796.8,75187.2,50072.14,25115.06,Online,Medium Business,June,6,Q2,2025,33.4,,93984,17665984.512
KSA00251,2025-09-23,Raichur,Kalyana Karnataka,Monitor,19,26604,10,505476,50547.6,454928.4,319182.32,135746.08,Corporate,Medium Business,September,9,Q3,2025,29.84,,505476,255505986.576
KSA00252,2025-11-26,Udupi,Coastal Karnataka,Smartphone,20,16182,10,323640,32364.0,291276.0,188505.76,102770.24,Corporate,Medium Business,November,11,Q4,2025,35.28,,323640,104742849.6
KSA00253,2025-09-08,Belagavi,North Karnataka,Monitor,16,29584,5,473344,23667.2,449676.8,302817.87,146858.93,Distributor,Medium Business,September,9,Q3,2025,32.66,,473344,112027271.168
KSA00254,2025-02-23,Mangaluru,Coastal Karnataka,Laptop,3,66817,15,200451,30067.65,170383.35,103319.16,67064.19,Distributor,Medium Business,February,2,Q1,2025,39.36,,200451,60270905.1015
KSA00255,2025-07-19,Hassan,South Karnataka,Keyboard,12,1221,15,14652,2197.8,12454.2,7901.1,4553.1,Retail Store,Small Business,July,7,Q3,2025,36.56,,14652,322021.656
KSA00256,2025-12-19,Kolar,South Karnataka,Monitor,10,27907,5,279070,13953.5,265116.5,160640.84,104475.66,Online,Small Business,December,12,Q4,2025,39.41,,279070,38940032.45
KSA00257,2026-01-15,Bengaluru,South Karnataka,Printer,16,10064,5,161024,8051.2,152972.8,118438.34,34534.46,Retail Store,Small Business,January,1,Q1,2026,22.58,,161024,12964364.288
KSA00258,2025-08-06,Raichur,Kalyana Karnataka,Smartphone,16,29347,10,469552,46955.2,422596.8,275240.03,147356.77,Online,Small Business,August,8,Q3,2025,34.87,,469552,220479080.704
KSA00259,2026-04-01,Davangere,Central Karnataka,Smartwatch,3,7273,0,21819,0.0,21819.0,15574.36,6244.64,Online,Enterprise,April,4,Q2,2026,28.62,,21819,0.0
KSA00260,2026-01-02,Mysuru,South Karnataka,Desktop PC,1,65735,15,65735,9860.25,55874.75,44624.09,11250.66,Retail Store,Medium Business,January,1,Q1,2026,20.14,,65735,6481635.3375
KSA00261,2026-03-30,Bidar,Kalyana Karnataka,Printer,13,9095,10,118235,11823.5,106411.5,78424.4,27987.1,Distributor,Individual,March,3,Q1,2026,26.3,,118235,13979515.225
KSA00262,2025-06-28,Ballari,Kalyana Karnataka,Headphones,5,1645,0,8225,0.0,8225.0,6197.13,2027.87,Retail Store,Individual,June,6,Q2,2025,24.65,,8225,0.0
KSA00263,2025-11-23,Ballari,Kalyana Karnataka,Smartphone,14,35644,5,499016,24950.8,474065.2,284682.48,189382.72,Corporate,Medium Business,November,11,Q4,2025,39.95,,499016,124508484.128
KSA00264,2026-06-05,Kodagu,Malnad Karnataka,Headphones,17,1280,0,21760,0.0,21760.0,16511.83,5248.17,Distributor,Individual,June,6,Q2,2026,24.12,,21760,0.0
KSA00265,2025-04-17,Mandya,South Karnataka,Smartwatch,16,13870,0,221920,0.0,221920.0,188558.68,33361.32,Corporate,Enterprise,April,4,Q2,2025,15.03,,221920,0.0
KSA00266,2025-06-20,Tumakuru,South Karnataka,Keyboard,13,2055,0,26715,0.0,26715.0,19363.11,7351.89,Distributor,Individual,June,6,Q2,2025,27.52,,26715,0.0
KSA00267,2025-09-15,Raichur,Kalyana Karnataka,Smartphone,20,33573,10,671460,67146.0,604314.0,413634.84,190679.16,Retail Store,Enterprise,September,9,Q3,2025,31.55,,671460,450858531.6
KSA00268,2025-04-13,Hassan,South Karnataka,Headphones,18,3442,10,61956,6195.6,55760.4,41509.49,14250.91,Retail Store,Medium Business,April,4,Q2,2025,25.56,,61956,3838545.936
KSA00269,2025-10-01,Hassan,South Karnataka,Laptop,4,68678,10,274712,27471.2,247240.8,165438.45,81802.35,Distributor,Enterprise,October,10,Q4,2025,33.09,,274712,75466682.944
KSA00270,2025-03-28,Bidar,Kalyana Karnataka,Monitor,13,24356,10,316628,31662.8,284965.2,215319.04,69646.16,Distributor,Small Business,March,3,Q1,2025,24.44,,316628,100253290.384
KSA00271,2025-05-12,Belagavi,North Karnataka,Headphones,17,2647,15,44999,6749.85,38249.15,30039.72,8209.43,Online,Medium Business,May,5,Q2,2025,21.46,,44999,3037365.0015
KSA00272,2025-02-04,Shivamogga,Malnad Karnataka,Tablet,6,27021,15,162126,24318.9,137807.1,85959.38,51847.72,Corporate,Medium Business,February,2,Q1,2025,37.62,,162126,39427259.814
KSA00273,2025-12-24,Hubballi,North Karnataka,Tablet,3,32790,15,98370,14755.5,83614.5,54721.2,28893.3,Distributor,Individual,December,12,Q4,2025,34.56,,98370,14514985.35
KSA00274,2025-08-23,Bengaluru,South Karnataka,Monitor,3,9989,15,29967,4495.05,25471.95,18868.09,6603.86,Retail Store,Small Business,August,8,Q3,2025,25.93,,29967,1347031.6335
KSA00275,2025-02-25,Belagavi,North Karnataka,Headphones,15,7570,0,113550,0.0,113550.0,75291.79,38258.21,Retail Store,Medium Business,February,2,Q1,2025,33.69,,113550,0.0
KSA00276,2026-03-10,Hassan,South Karnataka,Monitor,18,20335,10,366030,36603.0,329427.0,224336.52,105090.48,Retail Store,Enterprise,March,3,Q1,2026,31.9,,366030,133977960.9
KSA00277,2025-10-28,Vijayapura,North Karnataka,Keyboard,15,2969,0,44535,0.0,44535.0,34537.38,9997.62,Retail Store,Enterprise,October,10,Q4,2025,22.45,,44535,0.0
KSA00278,2025-05-10,Hubballi,North Karnataka,Printer,7,7996,0,55972,0.0,55972.0,35294.69,20677.31,Online,Small Business,May,5,Q2,2025,36.94,,55972,0.0
KSA00279,2026-03-27,Mysuru,South Karnataka,Camera,10,86686,10,866860,86686.0,780174.0,645257.62,134916.38,Distributor,Individual,March,3,Q1,2026,17.29,,866860,751446259.6
KSA00280,2026-02-02,Kodagu,Malnad Karnataka,Tablet,11,32530,15,357830,53674.5,304155.5,218052.92,86102.58,Retail Store,Individual,February,2,Q1,2026,28.31,,357830,192063463.35
KSA00281,2026-01-12,Raichur,Kalyana Karnataka,Monitor,18,27657,15,497826,74673.9,423152.1,347741.63,75410.47,Distributor,Medium Business,January,1,Q1,2026,17.82,,497826,371746089.414
KSA00282,2025-03-31,Bidar,Kalyana Karnataka,Tablet,6,19093,10,114558,11455.8,103102.2,72014.8,31087.4,Corporate,Small Business,March,3,Q1,2025,30.15,,114558,13123535.364
